n,M(n),M_total,omega,f
784,5.5804873972111545273400626217022731059192858803927e-34,1.6725731929857058576025968342144376210172577395156e-27,133287010406825.85928775638014565247625386455845385,21213286556187.231020834854076150638731922494401123
785,1.4890230277020443656821967850059324773967198091072e-33,1.6725746820087335596469625164112226269497351362354e-27,133286951076897.54697040248269187060675553968318852,21213277113535.866827736513211859716041355518678209
786,1.1498598144926470177077866105232402622690891268366e-33,1.6725758318685480522939802241978331501899974053245e-27,133286905260937.43910387053993403157084461899266083,21213269821699.343159691732568377663048437408533141
787,5.0130666313756482127249917651060044503480623438505e-34,1.6725763331752111898588014966970096607904424401308e-27,133286885286477.2612199747304384479899873687904907,21213266642665.270257250709541330890060880550034604
788,-1.0524152031322193585349934970521704183329374974548e-34,1.672576227933690876636865643197659955573400606837e-27,133286889479803.09906125022821512702079441213608848,21213267310053.805344653240294034707880352253161526
789,-5.794139814651442618907505131968057991705953521309e-34,1.6725756485197094114926037524471467587676014362417e-27,133286912566436.18815016431494050636421694692495295,21213270984405.580822067183193557451861091891455383
790,-1.2302738472548153102470775014221355800476806750634e-33,1.672574418245862156677293505369645336632021388561e-27,133286961586488.97891404938500079205621737423576922,21213278786189.293097798448593208022631685169360488
791,-1.3826761663324788960406356752719381351913263695406e-33,1.6725730355696958241983974647339700646938861972346e-27,133287016679050.87656555856928175769423000934860511,21213287554442.846705245700634119080179104607838983
792,-4.6802731258898332462485967196323761717357701076581e-34,1.6725725675423832352150728398742981014562690236576e-27,133287035327557.09562788668798186452534540804962372,21213290522444.792748966786401981488315434168839518
793,1.9523768224363098617564586187983163002759916756561e-35,1.6725725870661514595781714574388842894394320264175e-27,133287034549634.14843719678177351672295388294535659,21213290398634.510358953033814308466639685622053233
794,6.602899031637736017989922154938737977539474822521e-34,1.672573247356054623351773256431099783313229780365e-27,133287008240445.01106117232336118106864153812986467,21213286211397.010405960921982848171281789086944114
795,9.6423682274389764174316304808874173861692013933239e-34,1.6725742115928773672494149995941478720549683972851e-27,133286969820547.41520122737843510237175400741193104,21213280096680.394940424958512320271378189973455168
796,1.5270130150694999788317150990327086959967191402845e-33,1.6725757386058924367493938313092469047636643940043e-27,133286908976969.62921865443226001189402574449829558,21213270413124.234905061352247415768190212709723934
797,5.1611751087917687900381534504719091768373778247961e-34,1.6725762547234033159262728351245919519545820777421e-27,133286888412372.70678300829931021668890633728606837,21213267140166.982007050131650643299167737751016517
798,5.2566179591189912850417859873550520468033943309568e-35,1.672576307289582907116185685542451825505102545776e-27,133286886317884.53965143882036206613776559595122837,21213266806818.836960577024345601187618477755927456
799,-7.3995363922408148348564052199749691603085618004182e-34,1.6725755673359436830347021999019298280081865149198e-27,133286915801187.89817109555391636991679512062241211,21213271499232.305146859617861024795541670556783396
800,-7.7896869481882122099736957537064802775814783495293e-34,1.672574788367248864213481202532354457360158756772e-27,133286946839059.40963515769538187026608872140862271,21213276439062.979247481898631886225857801869314848
801,-1.5282225488920744481067788680318678052720260886306e-33,1.6725732601446999721390330957534864254923534847459e-27,133287007730882.79281227653518131993726662199507641,21213286130297.664558777961861022791295363910102498
802,-6.5270345732185301366787659977289426295169900264452e-34,1.6725726074412426502860194278768866525980905330469e-27,133287033737790.32184447801975405476313027812470148,21213290269425.552338082333993437097675375218172571
803,-9.8371371572052416365247049007597184787339555916097e-35,1.6725725090698710782336030626298376450009057457073e-27,133287037657389.63896471036743643745345151398161282,21213290893249.158597384732761834157585488803562224
804,7.6655485737418447504619866357270966094908503987543e-34,1.6725732756247284524180781088285012177105666947924e-27,133287007114082.70681047932939017657915442754219965,21213286032130.881972085778670362564028395604531897
805,7.259588040184397205858794112381875979270230331225e-34,1.6725740015835324708577986947079124558981646218154e-27,133286978188341.10028766577882204897920560152059097,21213281428456.122695078222534679397105635460990123
806,1.3862294400795697007696489480747965192622357737975e-33,1.6725753878129725504274994643568605306946838840512e-27,133286922954247.38655372325151665887767674575280781,21213272637677.080953338694722541501400679044184238
807,8.4618214237146519741966110422595225220202786567159e-34,1.672576233995114921892696884017964756646936086079e-27,133286889238286.94538123788903887062955798681329143,21213267271615.315649937428177106889110255155128044
808,1.2342687530496453070875551980956123484418082164265e-34,1.6725763574219902268572275927734845662081709302599e-27,133286884320369.59939557218181322893146471763577089,21213266488904.460318943857933584744211858990350096
809,-7.1660430214362314400700120649553713428106679069168e-34,1.6725756408176880832340835857722780706710366491931e-27,133286912873321.75348122676248505779338206199355733,21213271033247.935508056555230672722449909714838341
810,-8.0241105440128202336596789576747338164200060985705e-34,1.6725748384066336819520602198043823031976550071925e-27,133286944845248.21482505135042455225732408076371953,21213276121738.07200149557826943190186466974575003
811,-1.1556947669288840645171709577390956365725542976711e-33,1.6725736827118667530679957026334245641020184346382e-27,133286990893742.11401168868222050587989121676724705,21213283450583.497994034397690240540266770778345741
812,-1.0366420888430192268778968034103627439813407715348e-33,1.6725726460697779100487688247366211537392744532974e-27,133287032198639.56380852691598883088462043704036011,21213290024462.101033022968414250109948437189137874
813,-1.4880896896137423085045606108936883713446559432748e-34,1.6725724972608089486745379742805600643704373188318e-27,133287038127920.7844189363090916757643111921345136,21213290968136.5162751163892163285145767009358051
814,6.0041242525676095301482985647941166837045683820086e-34,1.6725730976732342054354909891104165437821056892886e-27,133287014204541.55783948166997021097241994455790845,21213287160612.456903032234403008475047128401096858
815,9.5575426628421352843540491330899851356303361664522e-34,1.6725740534275004896490194245153298527806192523223e-27,133286976122625.12379483101085433307457187091332785,21213281099687.214012342101867402696296880900012792
816,9.2430246131066171416260014234018892660251636446957e-34,1.6725749777299618003107335871154721929695458548386e-27,133286939293933.21115169274141014523384335485399061,21213275238218.848506677442011779174222606841546238
817,1.15940550588173457618036420131442023931554547287e-33,1.6725761371354676820453097674796735073897851703841e-27,133286893097639.1744880748045464302333336535779565,21213267885850.300045015467319171149154974898781509
818,1.9943717836906365208376429099272856310684972079656e-34,1.6725763365726460511089618512439645001183482772338e-27,133286885151107.2033792645733188881184490152835293,21213266621120.456405265904487121018474181814939229
819,-4.5280301750872315923253789263085763213442962523683e-34,1.6725758837696285423858026187060718692607161428042e-27,133286903192949.21835496367323332648296512332738739,21213269492568.795571689570974501033548455143718474
820,-1.1073183069835645682896036793585386292363683039094e-33,1.6725747764513215588212343291023925107220869064359e-27,133286947313847.61905467415022442035966674819255207,21213276514627.869698347925013627925395001185640387
821,-7.7803048332657565019146466469037109077483002899584e-34,1.6725739984208382322455841376377278203509961316059e-27,133286978314358.23262292399484046823285403620272749,21213281448512.372220500087483953013402015134715447
822,-1.1721237340343664599711168223969160414350482163886e-33,1.6725728262971041978791241665209054234349546965576e-27,133287025017497.5198169844685281831636170092958139,21213288881547.847686732078369919176696133377637289
823,-2.8936081035689690556731775446502633130757862145615e-34,1.672572536936293840982218599203150958408623388979e-27,133287036547054.25033360351694733488688208543526557,21213290716533.793006883430591001908819117970522157
824,3.147767817542692622548444704270536450246212975839e-34,1.6725728517130755952514808540476213854622684136003e-27,133287024004800.45705967099915101805569560030526898,21213288720372.104294262293703818544705751315952165
825,1.1846209362413959201797396608456702862904809347229e-33,1.6725740363340118366474010337872822311325547040813e-27,133286976803712.88392700028671420454265986585111256,21213281208085.697716763963838654475866981017568332
826,7.6748033117609805222868571246421838918949623993212e-34,1.6725748038143430127454532624729946953509438935775e-27,133286946223572.43211651028205141904753290084375061,21213276341105.184366698905665729305628072659961445
827,1.0738727126286479758996633009399979246836437891229e-33,1.6725758776870556413934291621362956353488685772213e-27,133286903435308.11982455476789177212338223888559738,21213269531141.412742896610505299444123061841811811
828,4.1172478735353728970552686024180139282109679073712e-34,1.6725762894118429949307188676631558771502613983181e-27,133286887030219.24629929924561683276088867171211886,21213266920190.426659499208446213780840225548285974
829,-2.151260911957623546086068867056690441703589380079e-34,1.6725760742857517991683642590562691714812172279591e-27,133286895601873.03631110452343246612291890127822255,21213268284411.497812257049891819997433233594793716
830,-1.1489034503641985197488180522781072700554568813448e-33,1.6725749253823014349698445102382168933739471725023e-27,133286941379717.01336518037128999062068267752536991,21213275570181.650849962142422218550307335113679356
831,-8.8873731781084394277915621375881040343807704145195e-34,1.6725740366449836241259017310820031345635437344252e-27,133286976791322.25471774741831618694008514324202374,21213281206113.667830092547464609451958093899345986
832,-9.0769638017232462663637164857550599240342960589579e-34,1.6725731289486034518012750947103545590575513309956e-27,133287012958377.62864250181210843449745530328026036,21213286962279.307668514216656241381608876256252198
833,-5.3898866124740327537478011783120413204186272100033e-34,1.6725725899599422043979997199302367278534192891329e-27,133287034434331.29417952874599011002477125953835705,21213290380283.491151240775759159340268275503998507
834,1.6009117706096239399938347053812427501884061531189e-34,1.6725727500511192653603937193137072659776943079735e-27,133287028055511.97540809700853452722939273656897204,21213289365062.865478690984448481983804636408522597
835,1.007325040199405175597279036999184685365706045148e-33,1.6725737573761594647655693165927442651623796736796e-27,133286987918752.52986734741440192889577724257772822,21213282977099.200030560392694151069407553863377727
836,1.0861484030082678576387940393598976748937508552065e-33,1.6725748435245624730334269553867836250600545674304e-27,133286944641325.17494986023096453336256838814488111,21213276089282.712195033232317324243441500773255541
837,7.448500548323522911701302042586668729964957329708e-34,1.6725755883746173053857181255169878837269275639261e-27,133286914962905.925153002802549071570474841351607,21213271365815.585436203324668949262539614963976144
838,6.3405884685844779956524914445936718785918748521774e-34,1.6725762224334641638335176907661323430941154231136e-27,133286889698958.46536018187864114509465747397991351,21213267344933.465196243184050076577104203946057307
839,-1.3472967739100298318399627039026649035608677437122e-34,1.6725760877037867728305345067698619528276250670268e-27,133286895067234.21077373192324683621194489925484431,21213268199321.085959138754951675757194955522448363
840,-8.0612321756808456959104592304206059077008087567566e-34,1.672575281580569204745964915723938910767034296946e-27,133286927187058.33715232626061223776112167631674252,21213273311349.866914610756066243527540850735290568
841,-1.2754261845608910974450094139659641330798941200193e-33,1.6725740061543846438548674707145249448029012170519e-27,133286978006216.10251211430259833316785964326750668,21213281399470.029038498762720236540491470996715696
842,-6.5674001363257009976055058957441192148420671495335e-34,1.6725733494143710112847677101639353703909797328451e-27,133287004173942.37616103409702503415364690551251704,21213285564193.014965386986838998866644462400624806
843,-6.6760182809450015168865956392313794931983891182411e-34,1.6725726818125429167846160215043714472530304130062e-27,133287030774472.12774520431385471410993755046277428,21213289797798.813793034370552833746669299944380921
844,1.1398057120068398309383839890031266838315401013444e-34,1.6725727957931141174685991153427703475656987961602e-27,133287026232926.25352286586935740718209166492178382,21213289074989.338631946043070705659773036645737019
845,6.0899266520665115576107473694862249004468732558582e-34,1.6725734047857793241197548764175072961881888408476e-27,133287001967674.7257025973327508170373183127429151,21213285213054.612611184853216927081004747714640354
846,1.3773535276558455389027383275504204406901347443394e-33,1.6725747821393069799652937791558348466086295309823e-27,133286947087210.75298139055404371317885286233814145,21213276478557.492175928969535240519206466869178988
847,6.8592380330572459725629912862835054632893763384184e-34,1.6725754680631102856898910354549634749591758599199e-27,133286919756695.39026734163243101550244899106967024,21213272128770.874951003302123516610590291377009174
848,6.3349749829217022770131940166367444536909842334927e-34,1.6725761015606085778601187367743651386336212290184e-27,133286894515112.02153690817056270756402920315761354,21213268111448.110351379403126818065440520099784788
849,-7.7099968328376273691333171155975840770603149223553e-35,1.6725760244606402494838450454411939826577804584152e-27,133286897587144.34682084591562130658153760673493551,21213268600377.240258407415782000128399560883179842
850,-4.7059132392629464602456706073857499874603456577644e-34,1.6725755538693163231891990208741332440827817123806e-27,133286916337763.12769433381685539981045764498117373,21213271584630.905266151281656808963008724029854832
851,-1.3483793422828790054184265047599124894738695568741e-33,1.6725742054899740403101936024476284841702922385111e-27,133286970063716.74309814829615643062094025028662544,21213280135381.995483553844083547299934374649044102
852,-8.2819052454955131880204260169784943576140104444399e-34,1.67257337729944949075887480040502678632085647711e-27,133287003062864.48934907639215279152422074590336387,21213285387359.477119166531127679586368947392993369
853,-5.5479005858709756606985733651107280541248504373857e-34,1.672572822509390903661308730547690275248051064625e-27,133287025168418.61261647614039984598677055680060993,21213288905567.685622601830333044529450677478909226
854,1.8101943783571553530110306328461850661497630370201e-35,1.6725728406113346872328622606579966037099017261226e-27,133287024447148.30838131868731013036562526742965092,21213288790773.951398181310502710927022496905630183
855,4.1626392856360787301308806827449503677082108112285e-34,1.6725732568752632508407352737460648782049384969437e-27,133287007861153.1518363363008420129720023561697253,21213286151030.83613581296787659275770694524533304
856,1.1960772104288753457427898215272072614476368556955e-33,1.6725744529524736797160810165358864054121999445806e-27,133286960203609.18761382647758404166240619026826726,21213278566097.138610479373126462948580989735179599
857,1.0333367059094425463798615650025571019913327310896e-33,1.6725754862891795891586273963974514079693019359133e-27,133286919030481.03902776764258532017753068210931136,21213272013190.271206951212777999651907182024993804
858,4.7652542561044374717534020223343869125761140742237e-34,1.6725759628146051996023745717376536414079931935247e-27,133286900043418.04299737546504522985604339987936113,21213268991305.340591502390208799685460740211730685
859,5.2666121554631997273561909164994682132273759218966e-35,1.6725760154807267542343718452995628064026753257985e-27,133286897944947.16047419190167947975792957547761604,21213268657323.326703525727652093052139133893775063
860,-4.3559478009196183447298124238388289901974361358218e-34,1.6725755798859466622725373723183204225197763060549e-27,133286915301135.40019960594900521664946699256732454,21213271419646.478289247081963138572999324967736711
861,-9.7392814701067163084666901748983934713154126813454e-34,1.6725746059577996516009065256493029326804291745136e-27,133286954107135.1686049791722903735198460707712567,21213277595813.163053907836773651318968828958982961
862,-1.224599384076663346169888266526967351515486254809e-33,1.6725733813584155749375603557610364057130776590273e-27,133287002901135.43421404148429780950912926601976522,21213285361619.498552844047239791323838103559753811
863,-4.4777243924300414797086418869956403722581637203785e-34,1.672572933585976331933412384896847706149040433211e-27,133287020742582.34978110615307097666856284575388894,21213288201173.967076991792184449594182944266666179
864,-1.1600826287076240597319430392899702642085527386215e-34,1.6725728175777134611710064117025437771520140123557e-27,133287025364920.8539560053493909676547017178567472,21213288936841.98866042448468409585425112176835131
865,4.9104284267643875957342614541658498382779075752226e-34,1.6725733086205561376097659851286891937369978401465e-27,133287005799367.49569414216891596018258539339518755,21213285822887.457364815975760312093841839659825775
866,7.5838082887265513333698649427955691297975933746121e-34,1.6725740670013850102648993221151834732939108199058e-27,133286975581775.52515645382044897476423540641329739,21213281013608.326919776747048598056932456020399909
867,1.3290007163389578946137263957215190552826126993535e-33,1.6725753960021013492227939358415791948129661025185e-27,133286922627953.04334729635603389299615967767382716,21213272585745.723329112456709872943760366236860181
868,5.0025033283724860356880566752625417653972972964843e-34,1.6725758962524341864713975046472467210671426422482e-27,133286902695574.32664097803554071685262688838545746,21213269413409.122985612581827646183401725214495007
869,1.5607372842806963011870121019429358369595192377349e-34,1.6725760523261626145410276233484569153607263382001e-27,133286896476848.33487338077228692331212816744430964,21213268423668.141661750257079364641345350593379257
870,-5.3654947702222999970433580993111684942488032556831e-34,1.6725755157766855923110279190126469842438769133198e-27,133286917855556.85614245970209234125691694609909027,21213271826195.279742548399682165432712707083085881
871,-6.1810363116984523566587289915855397949172321407345e-34,1.6725748976730544224657922531397478256898974215966e-27,133286942483787.38177542929358847925907453356011291,21213275745899.90750374322748398096057609774404485
872,-1.3063272003381189173055304090289436782919871153134e-33,1.6725735913458540843468749476093387967462191296095e-27,133286994534209.95210148196666990632588908039468676,21213284029981.949593090691095651580376044833279376
873,-6.3295842190998259656079279163735278597675889022929e-34,1.6725729583874321743642783868165471593934331528506e-27,133287019754370.69808790182839734084207478816779109,21213288043895.197889011962860593368213707745758484
874,-1.7065472612401904518928642245113346834255729338743e-34,1.6725727877327060503452331975301247082599648102933e-27,133287026554092.49157124209024807278559935558513192,21213289126104.532971573471032199737934973788362867
875,5.3732822077283893242381305780026278798406779530278e-34,1.6725733250609268231841656213431825085227527943611e-27,133287005144302.70556996679331683492754057536571682,21213285718630.657971098482095995254202386500433746
876,5.8799753051161112828446149796672540661084408353905e-34,1.6725739130584573347952939058046804752481594052052e-27,133286981715611.10926433672785004159828881896044139,21213281989838.580243509437579410290778926226612953
877,1.1650056305453784004999655208640861605294723799259e-33,1.6725750780640878801736944057702013393343199346776e-27,133286935296136.95439023251823775425396630336081403,21213274601949.812768815046245328975253656680396022
878,8.1002402579204798243807545344222388777964336652409e-34,1.6725758880881136722216768438456547815582077143209e-27,133286903020880.04232788444652328959964015240809158,21213269465183.135653230455484497425620803654260322
879,1.74037938952357909327560728763056983356331222123e-34,1.6725760621260526245795861714063835446151910706522e-27,133286896086373.73800946460672894119818660518819876,21213268361522.179419042906805176331822002263260134
880,-4.8240809419987170120932027749239153919281069901843e-34,1.6725755797179584247078849620861060522236518778415e-27,133286915307828.85975468336274822992559490840562178,21213271420711.775463823330821264549869244120059927
881,-6.5799059123755833592135518036106002548907623998199e-34,1.6725749217273671871495490407309256911636263887652e-27,133286941525347.26294069579726810957559014930482135,21213275593359.424933611814922235124045281111947277
882,-9.5851192870868454954132139330375085962575886819896e-34,1.6725739632154384784649994994095323874127667630063e-27,133286979717112.73916123497181607267694229443705575,21213281671767.685880504694720432592729709865921512
883,-9.7349002140534548442045593670768018624862047041591e-34,1.6725729897254170731195150789535956797325805143859e-27,133287018505711.69860426516331338576853487681487637,21213287845164.945885010801978059159221792464986634
884,-1.9065554898132698915596350790270388583438050815645e-34,1.6725727990698680917925259229900877770286946800054e-27,133287026102364.28534086864293771639404907191758274,21213289054209.756015974424968990724784487834429194
885,3.8544036600946626772921520759046455111329010831119e-34,1.6725731845102341012587936522052953674932457932955e-27,133287010744530.15265481930881510897129008484989277,21213286609934.538613558481995510926827675710952909
886,7.8016296303916532020797583114333165580038947234577e-34,1.672573964673197140424113860181126510824901593685e-27,133286979659028.53680152335715016816944344104441274,21213281662523.297959406659913129107359346828390005
887,7.6390478003669597868676532928974305221677713868805e-34,1.6725747285779771771200925469464558005679538104621e-27,133286949221353.38715484643147049111892278836105985,21213276818216.841667792945766174145032823989754151
888,1.0662911613986299692050137380134452172686194224993e-33,1.6725757948691385757500617519601938140131710790815e-27,133286906735171.60339885374816405146934806157376269,21213270056330.99768218766379003084395875136382928
889,2.4246110360281855212635646436301324226287257441354e-34,1.6725760373302421785686138783166581770264133419541e-27,133286897074357.69936087475288004814886149518813373,21213268518764.710563631909448137142402080140176292
890,-2.7481320638988668373419523061007045413234037286652e-34,1.6725757625170357886819301441214275669559592096137e-27,133286908024234.79044559378307202550381119418529987,21213270261491.77585846880678259505230645612395583
891,-8.9019207309139788992780673285807104913677186480622e-34,1.6725748723249626972840402163146947088849100728418e-27,133286943493777.93195959529119971920079011233020392,21213275906644.896041656227068909570901535980342694
892,-6.5130476628453075990411254478762913664808104485971e-34,1.6725742210201964127532803122021499212557734247608e-27,133286969444917.21144533507577772750936713632161645,21213280036896.991238058869469665080548538955125243
893,-1.0560424327445156248674187392876297054583239308438e-33,1.6725731649777636682376554447834106336260679664369e-27,133287011522799.4216428689163459949320520990507867,21213286733799.939829522500755521986789630870369525
894,-3.3625709881069272004947647060609955377099940582037e-34,1.6725728287206648575449353953069400275265141954375e-27,133287024920930.9653308640649297190961908622490407,21213288866178.803202913175295522389989155511108766
895,1.7870852524395393851184050733864427510881350232979e-34,1.672573007429190101498873907147447366170789304251e-27,133287017800306.57756694486404760852376825467316161,21213287732896.233989584548424856799411515982001462
896,9.3360931728256671044220128182322404827176592928363e-34,1.6725739410385073840655843493487291893948375760169e-27,133286980600749.65429023587220721244258431793314276,21213281812402.868821758781682693302551510178073902
897,6.5667261171166324394494016274243335792853192435239e-34,1.6725745977111190957288282942888919318281955045488e-27,133286954435722.88389613657928543350587423208039391,21213277648109.522181767900714189183911305540144382
898,9.4955709818998146678399246781600296022061881692059e-34,1.6725755472682172857102950782813597478311557251676e-27,133286916600782.67730889527865577524923926307590638,21213271626491.766717112752905255100905035427313497
899,4.5751768358709268314490834450288121982631967599267e-34,1.6725760047859008728029782231897042507123755514873e-27,133286898371080.31060900005823679352025289785771028,21213268725144.523962801211038797751095820580899482
900,-1.1242568463347380264217979750705845352247049784407e-34,1.6725758923602162393291755810099067436539220290168e-27,133286902850658.97088896943221616855736513100595908,21213269438091.610715328485885785146353884756945183
901,-8.8606086993554027152231995676871128748504447827768e-34,1.6725750062993463037889040586899499749426345439723e-27,133286938155590.88871491832375726949029701684153757,21213275057046.04096015663852611921116137055930254
902,-7.6868252111749972511127619411345482188558110259773e-34,1.6725742376168251862891789474137558614878126583912e-27,133286968783626.87587659846808523061851836324474765,21213279931649.365513396224662545508373196580132844
903,-7.9163002333428329256124247466560928958327429536272e-34,1.6725734459868018520058863861712811958785230751169e-27,133287000326024.60332981423645437588212774582657399,21213284951777.880808141545564027456100105959785684
904,-5.7437706858317553817562123366090421381481020495069e-34,1.6725728716097332688303482105500475349743092603067e-27,133287023212019.96245314467329665316727609617753139,21213288594197.169790795959141579194466048467817094
905,7.3546459840505062847168605950018929607200666565991e-35,1.6725729451561931093354110577186534849932388675074e-27,133287020281568.15881894243847919359687250856265802,21213288127801.279749852457159237758147324008992239
906,7.5995443214083746348280990224676646529211321370261e-34,1.6725737051106252501728745405285557317597041596206e-27,133286990001266.30839914585045488362735907107924335,21213283308541.561940876699393154681440246519478346
907,9.3457255521302034389317216030797396408585251094237e-34,1.6725746396831804631932184337007160397336682454731e-27,133286952763352.59517327143360433994548966034964074,21213277381943.524051503726444535266062829103817262
908,6.4809814636897824160078115933145313626012654484686e-34,1.6725752877813268321714600344818753711868045055997e-27,133286926939990.25681090561813414392038137257265619,21213273272027.760648048128972870723830602714759657
909,6.5068863284703577108626832967717900863139829533134e-34,1.672575938469959679207231120750205048365813136998e-27,133286901013425.51698698977060115937495538862119059,21213269145686.824913032600122140621585650691846374
910,-4.6357555806255579961566262916684095518422300793328e-35,1.6725758921124038729516511591839421316817176185757e-27,133286902860533.00499321974982816972507249521959929,21213269439663.112051277878922458580678839534388703
911,-5.9596161000434385538319650637574513554247905589247e-34,1.6725752961507938686077957759874357559365820760966e-27,133286926606510.33953156485289258081150827658287108,21213273218952.783391164685432708763999078222083495
912,-1.0821006385004438132550121692873033194522548858532e-33,1.6725742140501553681639825209752664686332626238417e-27,133286969722637.51795493707140386238462258674527243,21213280081097.550816058304852766016468935457691089
913,-5.7980392235739978644275803440648446448236455896395e-34,1.6725736342462330107641960782172320621487981414772e-27,133286992824849.45189129326681000994506969489748202,21213283757928.776458604363433323268552056095484986
914,-6.6260694885771667651705749685450230627450335953055e-34,1.6725729716392841530475195611597352076464918669738e-27,133287019226351.92404535069933575958666779568157527,21213287959858.399954817395807297157642619158730585
915,1.2441027895978244762685072876168685729347350297536e-35,1.6725729840803120490257643238448080838151775963211e-27,133287018730640.36370282444656874400145416524432332,21213287880963.454778507989289965465090089759705364
916,4.4412876899286091816230088808258617164772792500629e-34,1.6725734282090810418866824861456961664013492440491e-27,133287001034375.88798913604706702237298457924640759,21213285064515.489207166861896828543629245562066641
917,1.1483583649959952112127108505161537638922067691581e-33,1.6725745765674460378818936988565466825551131362558e-27,133286955278189.28809745823891236536825845587202999,21213277782192.21479926294306486352646534544264132
918,6.1802461315416585986122506343895292720415429817515e-34,1.6725751945920591920477535600816101215080403404101e-27,133286930653100.12914726786286250465487152992856941,21213273862987.551073696617325072160630105096212978
919,6.1110914050933505314302205812376255821810404236634e-34,1.6725758057011997013828067031036682452705985585142e-27,133286906303570.26179802322263090884462444963424441,21213269987639.510721321802541434463681227602922532
920,3.8405250483940206349889339563761715974458153962887e-35,1.6725758441064501853230130529930078090323145329723e-27,133286904773320.65600582576448854629599138188151595,21213269744092.721795069344911565864765244759413109
921,-3.4320504079852524663347911622169988598190137286808e-34,1.672575500901409386797766419513891587332428551071e-27,133286918448259.46125837904900639116540511306899949,21213271920526.8291301906566410878035971656973842
922,-1.1037599427719041500256417761922810304726657277065e-33,1.6725743971414666148936163938721153950513980784052e-27,133286962427390.5118497206445485546690597859840924,21213278920022.928718062759290962966171459126002387
923,-7.5148913813455970339565076754115915563009210905816e-34,1.6725736456523284803339129982213478538922424483131e-27,133286992370374.94442915901084280215445753094230642,21213283685596.91208675122380488400584658324921199
924,-5.2428606271760389370617867307771909331371981214398e-34,1.6725731213662657627300192920426747761731491345933e-27,133287013260495.10493170334623690641890686511116966,21213287010362.797414389125261214838955697567736834
925,-1.0255307218454751728446739987074546449615111224448e-34,1.6725730188131935781825020075752749054276846384422e-27,133287017346712.06792514722242864966598013134508705,21213287660704.42562074807458900179678362231890307
926,3.0678296751083354020129453292255954515659044328491e-34,1.6725733255961610890160422088698078279872297950327e-27,133287005122976.35435495508912373018311844294414525,21213285715236.463757115521365180164843903988434891
927,9.6189862356790266332245272492715186549462338642126e-34,1.672574287494784656918705531322532755139095289656e-27,133286966796246.66615399471494347360886096505351632,21213279615347.981333036206846789796710531427769771
928,9.3043000471467751774468725253339910706066838683288e-34,1.6725752179247893715962232760097852885382023503244e-27,133286929723411.59648633966375683296841065494344918,21213273715023.025564858911599959476370343058762584
929,4.475695638743571961110499691518974500029211301484e-34,1.6725756654943532459534193870597544404356523532456e-27,133286911890084.76171652876892263830303549123965384,21213270876760.908037899683154427359714354909214706
930,1.649480324758970709880902992732701736898376731251e-34,1.6725758304423857218504903751500537137058260430832e-27,133286905317762.59462872975143884860721643518896293,21213269830743.347553438802205527740200875934878062
931,-3.2124630133339792963045411684967135142179151424667e-34,1.6725755091960843884525607446959368640344746212917e-27,133286918117759.68238667328804867193391236600212203,21213271867926.155631980333792133137201633269435059
932,-7.720104594727831849490198638435316251444885958091e-34,1.6725747371856249156693757956760730205028494768031e-27,133286948878383.03043108827654381278707549630746846,21213276763631.41406121617378312988923938722722447
933,-1.086146038961708135321596196226015948281817756613e-33,1.6725736510395859539612404740798767944869011949854e-27,133286992155720.31743664750094586761860906440525751,21213283651433.567143346033998572108798228932243472
934,-4.2544334893512495560385232019264572506615146272437e-34,1.6725732255962370188362848702275566018411761288339e-27,133287009107462.65027295256766289505184176621250219,21213286349387.153434381248766125001924318663495019
935,-2.0809293577756414662570115874948049525507952232493e-34,1.6725730175033012412721382445263978523606808737544e-27,133287017398904.60026030698292003213465762666483407,21213287669011.125134372333449469254727863010211007
936,3.5511448533504557331448938603638464904088803589981e-34,1.6725733726177865763177115590157838887453299146424e-27,133287003249404.83161313901678712675263415335611567,21213285417048.2946765460964865861392225160919779
937,5.9789801039277298408409857660527965437580526151153e-34,1.6725739705157969690906956431143604940249842904477e-27,133286979426230.91501405605666772595674469551352748,21213281625472.405711893727970125226572985316698674
938,1.1581886067345471174905687689785393002028072034815e-33,1.6725751287044037036378131336831294725642844932549e-27,133286933278382.28561901249422997487086265209734415,21213274280814.183287125400497948110227040140110776
939,4.8221129649421838632847119598440107332852770417163e-34,1.6725756109157001978561994621543254569653578217826e-27,133286914064760.75635604613276805649043835810961607,21213271222871.342208062955460684867404811076478712
940,2.2281727071378537305059597274464696639420155138733e-34,1.6725758337329709116415725127502982016123242159841e-27,133286905186649.87973658800028913921469140198491375,21213269809876.110876156083694792264625343011339722
941,-3.7459922642793129975260087654163362298311521350477e-34,1.6725754591337444837102727601494216599787012328689e-27,133286920112484.31896373684951866486011495788708818,21213272185396.441650404490269980752342631725802281
942,-4.9239846137533137383553497912307131577303898075348e-34,1.6725749667352831083788989246144425369073854598299e-27,133286939732014.34297084239528288948813227432809647,21213275307941.626110987304184898901420905541265119
943,-1.1181775479789040856664224620035948813129872861792e-33,1.6725738485577351294748132581919805333125041468426e-27,133286984285634.10279415944518895616175365994503067,21213282398870.443523610866881765192128617957844388
944,-6.1021327697758193210231683747671020246201940543336e-34,1.6725732383444581518928811558751430566023016848232e-27,133287008599511.12069291707036302673577369967368227,21213286268544.156650629508890312351162413812204532
945,-2.1509000316504159056261681485073102378818600755996e-34,1.6725730232544549868512905932583282058712778966372e-27,133287017169750.44096441255068423405956613573899086,21213287632540.107952363136541630954160331632054664
