n,M_total,omega,phase,Δω²
964,1.67257343776e-27,3.48832702328e+15,3.36409193333e+18,2.681657308315723e+24
965,1.67257306916e-27,3.48832740765e+15,3.36758026074e+18,5.8581065683978384e+23
966,1.67257314968e-27,3.48832732368e+15,3.37106858807e+18,5.31204424059898e+24
967,1.67257387983e-27,3.48832656228e+15,3.37455691463e+18,4.1107450204699046e+24
968,1.67257444486e-27,3.48832597307e+15,3.3780452406e+18,6.09622877647594e+24
969,1.6725752828e-27,3.48832509926e+15,3.3815335657e+18,3.5368781173428993e+24
970,1.67257576895e-27,3.4883245923e+15,3.38502189029e+18,2.7487397583329638e+23
971,1.67257573117e-27,3.4883246317e+15,3.38851021492e+18,4.923027236787202e+24
972,1.67257505449e-27,3.48832533735e+15,3.39199854026e+18,4.851035946478008e+24
973,1.6725743877e-27,3.48832603267e+15,3.39548686629e+18,5.020920889564784e+24
974,1.67257369757e-27,3.48832675234e+15,3.39897519305e+18,4.3004606725963955e+24
975,1.67257310646e-27,3.48832736875e+15,3.40246352042e+18,6.105346640329954e+22
976,1.67257311485e-27,3.48832736e+15,3.40595184778e+18,4.1207826488371824e+24
977,1.67257368126e-27,3.48832676935e+15,3.40944017455e+18,5.85542229795307e+24
978,1.6725744861e-27,3.48832593006e+15,3.41292850048e+18,4.1117574693242705e+24
979,1.67257505127e-27,3.4883253407e+15,3.41641682582e+18,4.726160967901467e+24
980,1.67257570089e-27,3.48832466327e+15,3.41990515048e+18,1.635690253407954e+23
981,1.67257572337e-27,3.48832463983e+15,3.42339347512e+18,3.1590306338794474e+24
982,1.67257528916e-27,3.48832509263e+15,3.42688180021e+18,6.677474411766788e+24
983,1.67257437133e-27,3.48832604975e+15,3.43037012626e+18,3.7408882213387063e+24
984,1.67257385713e-27,3.48832658595e+15,3.43385845285e+18,4.6810211973645836e+24
985,1.67257321372e-27,3.4883272569e+15,3.4373467801e+18,4.8734943661380116e+23
986,1.67257314673e-27,3.48832732676e+15,3.44083510743e+18,2.3172052709096185e+24
987,1.67257346523e-27,3.48832699462e+15,3.44432343443e+18,6.958806741357565e+24
988,1.67257442174e-27,3.48832599718e+15,3.44781176042e+18,4.066495553887882e+24
989,1.67257498069e-27,3.48832541431e+15,3.45130008584e+18,4.2157089186145495e+24
990,1.67257556014e-27,3.48832481005e+15,3.45478841065e+18,9.229373146851774e+23
991,1.672575687e-27,3.48832467776e+15,3.45827673532e+18,1.7859763497731517e+24
992,1.67257544152e-27,3.48832493375e+15,3.46176506026e+18,6.563255719540943e+24
993,1.67257453938e-27,3.4883258745e+15,3.46525338613e+18,4.968600128080086e+24
994,1.67257385644e-27,3.48832658667e+15,3.46874171272e+18,3.5592270409317596e+24
995,1.67257336722e-27,3.48832709683e+15,3.47223003982e+18,1.3944982885406461e+24
996,1.67257317554e-27,3.48832729671e+15,3.47571836711e+18,1.6032236394840801e+24
997,1.67257339591e-27,3.48832706692e+15,3.47920669418e+18,5.617098768098895e+24
998,1.67257416799e-27,3.48832626179e+15,3.48269502044e+18,6.096108269403608e+24
999,1.67257500591e-27,3.488325388e+15,3.48618334583e+18,3.03466010876641e+24
1000,1.67257542303e-27,3.48832495303e+15,3.48967167078e+18,0.0
